word,consensus_label,agreement,n_models
มือเปล่า,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.25,4
มุกดาหาร,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
มุสลิม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.5,4
มเหสี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,0.5,4
มโนราห์,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4
มโนห์รา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
ยมะ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.5,4
ยอพระกลิ่น,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.5,4
ยักษิณี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
ยูเนสโก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.25,4
ย่องหงิด,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
ย่านาง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.5,4
รจนา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
ระดับชาติ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
ระบำมาตรฐาน,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.75,4
ระบำโบราณคดี,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
รังควาญ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.5,4
รัชกาล,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
รัชฎา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,0.25,4
รับสั่ง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
รับอาสา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
รับใช้,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
รัวฉิ่ง,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
ราชสำนัก,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||พื้นที่ทางวัฒนธรรมและสถาบัน||สถานที่จัดแสดงและเขตพระราชฐาน,0.75,4
รามสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
รามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,1.0,4
รำคู่,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,1.0,4
รำพัด,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4
รำมาตรฐาน,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,1.0,4
รำเดี่ยว,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4
ริมแม่น้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4
รุทการ,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.5,4
รูปทอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,0.5,4
รูปนอก,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4
ร่มพระบารมี,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.5,4
ฤดูฝน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
ฤาษี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
ลอยกระทง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,1.0,4
ลอยน้ำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
ละครชาตรี,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
ละครดึกดำบรรพ์,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,1.0,4
ละครนอก,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
ละครพันทาง,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
ละครเสภา,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
ละครใน,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
ลายเส้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,1.0,4
ลาวครั่ง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.75,4
ลาวเวียง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,1.0,4
ลำตังหวาย,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.5,4
ลำนำ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
ลำเพลิน,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.75,4
ลิลิตพระลอ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,1.0,4
ลูกไม้,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4
ล้านนา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
วสันตฤดู,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
วังหน้า,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||พื้นที่ทางวัฒนธรรมและสถาบัน||สถานที่จัดแสดงและเขตพระราชฐาน,0.75,4
วันทอง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
วันวาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
วาจา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
วาดภาพ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,0.75,4
วาดรูป,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,1.0,4
วานร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
วานรินทร์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
วิชนี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.25,4
วิดน้ำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
วิรุญจำบัง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
วิรุญมุข,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
วิรุณจำบัง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
ศรนาคบาศ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4
ศรพรหมาสตร์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
ศรพาลจันทร์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
ศิลปหัตถกรรม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,1.0,4
ศิลปะป้องกันตัว,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.5,4
ศิลปินแห่งชาติ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
ศีรษะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4
ศุภลักษณ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.25,4
ศูรปนขา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.5,4
สกลนคร,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
สงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
สมทบ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,0.75,4
สมมุติเทพ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.5,4
สมรภูมิ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,0.75,4
สมัยทวารวดี,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
สมัยลพบุรี,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
สมัยศรีวิชัย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
สมัยสุโขทัย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
สระอโนดาต,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4
สวามิภักดิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.75,4
สวามี,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
สอดแทรก,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.5,4
สะล้อ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
สะเดาะ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4
สะเดาะเคราะห์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.75,4
สังข์ทอง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,1.0,4
สังหาร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,0.5,4
สัตว์น้ำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,0.75,4
สัทธาสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
สากตำข้าว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,0.5,4
สากล,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.25,4
สายน้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
สายสืบ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
สำมนักขา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.25,4
สำเนียง,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.25,4
สำเภา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,0.75,4
สิบแปดมงกุฎ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
สิ่งศักดิ์สิทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,1.0,4
สิ้นชีพ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.5,4
สิ้นชีวิต,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.5,4
สีทอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,1.0,4
สีน้ำเงิน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,1.0,4
สี่ภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
สุครีพ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.5,4
สุทธาวาส,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
สุพรรณมัจฉา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
สุรินทร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
หญิงสาว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.75,4
หนังใหญ่,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,1.0,4
หนุมาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
หน่อไม้,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,1.0,4
หน้าบัน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,1.0,4
หมดแรง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4
หมากกั๊บแก๊บ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
หยอกล้อ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
หลบหนี,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
หลักราชการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
หล่อสำริด,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,1.0,4
หอกโมกขศักดิ์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4
หางนกยูง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4
หายตัว,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4
องคต,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
องค์ปะตาระกาหลา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
อนุชา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,0.5,4
อยุธยา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
อวตาร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
อสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
ออกรบ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
ออกศึก,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
ออกอุบาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
ออกเดินทาง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4
อัญมณี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,1.0,4
อาจารย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,1.0,4
อาณาประชาราษฎร์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
อาวุธ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4
อาสา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4
อาหาร,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,1.0,4
อิทธิฤทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4
อินทรชิต,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
อินทราภิเษก,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.75,4
อินเดีย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
อินโดนีเซีย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
อิเหนา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
อีสาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
อุณรุท,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,1.0,4
